,age,ast,blk,date_game,drb,fg,fg2,fg2_pct,fg2a,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,game_location,game_result,game_score,gs,mp,opp_id,orb,pf,player,pos,pts,stl,team_id,tov,trb
67,27-135,11,2,2017-01-08,7,13,9,.529,17,4,.444,9,.500,26,10,1.000,10,@,W,31.1,1,38,TOR,3,3,James Harden,G,40,2,HOU,10,10
68,27-137,10,0,2017-01-10,14,11,4,.400,10,7,.500,14,.458,24,11,.786,14,,W,33.1,1,38,CHO,1,3,James Harden,G,40,0,HOU,4,15
69,27-144,10,0,2017-01-17,11,12,8,.533,15,4,.267,15,.400,30,12,.923,13,@,L,29.2,1,39,MIA,1,3,James Harden,G,40,2,HOU,6,12
70,27-169,8,0,2017-02-11,5,9,1,.500,2,8,.533,15,.529,17,14,.875,16,,W,29.9,1,29,PHO,1,2,James Harden,G,40,0,HOU,8,6
71,21-357,5,0,2017-02-10,5,17,15,.750,20,2,.667,3,.739,23,4,.800,5,@,W,37.3,1,37,NYK,4,2,Nikola Jokic,C-F,40,2,DEN,2,9
72,21-288,2,0,2016-12-23,6,13,6,.667,9,7,.583,12,.619,21,7,1.000,7,,L,30.7,1,39,SAC,0,5,Zach LaVine,G,40,1,MIN,2,6
73,26-131,11,0,2016-11-23,7,13,8,.571,14,5,.714,7,.619,21,9,1.000,9,@,L,36.7,1,38,CLE,0,4,Damian Lillard,G,40,0,POR,2,7
74,26-153,10,0,2016-12-15,3,13,9,.643,14,4,.500,8,.591,22,10,.909,11,@,L,31.5,1,38,DEN,0,2,Damian Lillard,G,40,0,POR,5,3
75,28-077,3,1,2016-11-23,4,12,4,.500,8,8,.667,12,.600,20,8,1.000,8,,W,36.8,1,32,POR,4,2,Kevin Love,F,40,1,CLE,1,8
76,26-187,7,0,2016-11-11,9,12,5,.714,7,7,.583,12,.632,19,9,.818,11,,L,37.2,1,35,TOR,1,2,Kemba Walker,G,40,0,CHO,1,10
77,21-358,2,0,2017-02-15,3,15,13,.591,22,2,.500,4,.577,26,8,.727,11,@,W,29.8,1,38,DEN,1,2,Andrew Wiggins,F-G,40,2,MIN,1,4
78,30-037,1,0,2016-12-03,2,11,7,.583,12,4,.500,8,.550,20,14,1.000,14,@,L,31.7,0,32,MEM,0,0,Lou Williams,G,40,2,LAL,2,2
79,22-017,6,1,2016-12-23,7,12,12,.667,18,0,.000,1,.632,19,15,.882,17,,W,38.0,1,33,WAS,1,1,Giannis Antetokounmpo,F-G,39,2,MIL,1,8
80,20-007,7,0,2016-11-06,2,13,10,.455,22,3,.429,7,.448,29,10,1.000,10,@,L,26.9,1,45,LAL,1,3,Devin Booker,G,39,0,PHO,2,3
81,20-074,3,0,2017-01-12,1,14,8,.615,13,6,.857,7,.700,20,5,.714,7,,L,24.6,1,37,DAL,0,4,Devin Booker,G,39,1,PHO,7,1
82,20-076,2,0,2017-01-14,0,12,9,.529,17,3,.600,5,.545,22,12,1.000,12,,W,26.6,1,37,SAS,2,4,Devin Booker,G,39,0,PHO,3,2
83,27-056,7,0,2016-11-09,3,13,9,.600,15,4,.444,9,.542,24,9,.750,12,@,L,34.3,1,39,ATL,1,1,Jimmy Butler,G-F,39,6,CHI,4,4
85,28-324,8,0,2017-02-01,4,14,3,.600,5,11,.733,15,.700,20,0,,0,,W,39.3,1,30,CHO,1,2,Stephen Curry,G,39,3,GSW,1,5
86,28-035,1,1,2016-11-03,6,15,8,.615,13,7,.636,11,.625,24,2,.667,3,,W,28.5,1,31,OKC,1,3,Kevin Durant,F-G,39,0,GSW,2,7
87,28-063,2,3,2016-12-01,13,12,9,.529,17,3,.273,11,.429,28,12,1.000,12,,L,32.1,1,49,HOU,1,3,Kevin Durant,F-G,39,3,GSW,2,14
88,24-249,2,0,2016-11-27,3,14,9,.563,16,5,.455,11,.519,27,6,1.000,6,@,W,27.7,1,41,PHI,1,0,Kyrie Irving,G,39,0,CLE,1,4
89,26-102,6,0,2016-10-25,8,13,9,.643,14,4,.667,6,.650,20,9,1.000,9,,W,32.3,1,35,UTA,1,3,Damian Lillard,G,39,0,POR,4,9
90,28-152,3,0,2017-02-06,8,11,5,.714,7,6,.600,10,.647,17,11,1.000,11,@,W,36.6,1,42,WAS,4,3,Kevin Love,F,39,3,CLE,4,12
91,27-346,2,0,2017-01-18,1,12,7,.538,13,5,.417,12,.480,25,10,1.000,10,,L,28.4,1,37,NYK,2,0,Isaiah Thomas,G,39,1,BOS,2,3
92,20-005,3,0,2016-11-04,4,13,10,.667,15,3,.429,7,.591,22,9,1.000,9,@,W,22.7,1,41,NOP,0,6,Devin Booker,G,38,0,PHO,6,4
93,23-349,1,0,2017-02-01,4,12,4,.571,7,8,.727,11,.667,18,6,.750,8,,W,32.5,1,39,NOP,0,2,Kentavious Caldwell-Pope,G,38,4,DET,2,4
94,29-111,9,0,2017-01-30,6,12,5,.625,8,7,.700,10,.667,18,7,.875,8,@,W,37.1,1,33,PHO,0,2,Mike Conley,G,38,2,MEM,2,6
95,26-097,7,1,2016-11-18,9,12,10,.455,22,2,.286,7,.414,29,12,.857,14,,L,30.2,1,37,LAC,4,4,DeMarcus Cousins,C-F,38,3,SAC,4,13
96,23-252,6,4,2016-11-18,9,14,12,.706,17,2,.400,5,.636,22,8,.800,10,,W,36.3,1,37,POR,0,2,Anthony Davis,F-C,38,2,NOP,2,9
97,23-253,2,3,2016-11-19,14,15,13,.591,22,2,.400,5,.556,27,6,.750,8,,W,31.2,1,42,CHO,2,3,Anthony Davis,F-C,38,1,NOP,2,16
98,31-327,4,2,2016-12-21,5,14,12,.857,14,2,.667,3,.824,17,8,.727,11,@,W,34.0,1,37,DET,0,3,Marc Gasol,C,38,2,MEM,3,5
99,27-093,10,1,2016-11-27,1,11,6,.600,10,5,.417,12,.500,22,11,.846,13,@,W,30.7,1,34,POR,1,3,James Harden,G,38,2,HOU,5,2
100,27-145,8,2,2017-01-18,6,14,10,.714,14,4,.364,11,.560,25,6,1.000,6,,W,32.1,1,37,MIL,0,2,James Harden,G,38,0,HOU,2,6
101,27-173,12,1,2017-02-15,9,10,6,.545,11,4,.400,10,.476,21,14,.875,16,,L,34.4,1,42,MIA,3,5,James Harden,G,38,0,HOU,4,12
102,26-328,2,0,2016-11-29,14,14,10,.455,22,4,.333,12,.412,34,6,.750,8,,W,18.0,1,47,LAC,0,4,Sean Kilpatrick,G,38,0,BRK,5,14
103,25-199,3,0,2017-01-14,3,12,10,.667,15,2,.400,5,.600,20,12,.857,14,@,L,28.9,1,32,PHO,1,2,Kawhi Leonard,F,38,1,SAS,3,4
104,26-116,3,0,2016-11-08,3,12,9,.600,15,3,.375,8,.522,23,11,.917,12,,W,25.1,1,37,PHO,2,4,Damian Lillard,G,38,0,POR,4,5
106,27-335,0,1,2017-01-07,2,13,7,.538,13,6,.545,11,.542,24,6,1.000,6,,W,28.6,1,38,NOP,1,2,Isaiah Thomas,G,38,2,BOS,1,3
107,27-339,5,0,2017-01-11,2,14,9,.500,18,5,.455,11,.483,29,5,.833,6,,W,24.7,1,38,WAS,3,1,Isaiah Thomas,G,38,0,BOS,4,5
108,27-353,9,0,2017-01-25,2,15,11,.647,17,4,.400,10,.556,27,4,1.000,4,,W,31.7,1,38,HOU,3,1,Isaiah Thomas,G,38,1,BOS,3,5
109,27-362,4,0,2017-02-03,2,13,8,.615,13,5,.455,11,.542,24,7,1.000,7,,W,24.0,1,38,LAL,0,2,Isaiah Thomas,G,38,1,BOS,6,2
110,28-072,10,1,2017-01-23,10,11,8,.364,22,3,.429,7,.379,29,13,.765,17,@,W,28.7,1,36,UTA,1,3,Russell Westbrook,G,38,4,OKC,6,11
111,28-083,12,0,2017-02-03,11,8,3,.231,13,5,.714,7,.400,20,17,1.000,17,,W,37.5,1,38,MEM,2,2,Russell Westbrook,G,38,3,OKC,5,13
112,28-095,12,1,2017-02-15,11,13,10,.588,17,3,.600,5,.591,22,9,.692,13,,W,37.7,1,38,NYK,3,0,Russell Westbrook,G,38,3,OKC,6,14
113,30-039,7,0,2016-12-05,6,13,9,.500,18,4,.444,9,.481,27,8,.889,9,,L,28.2,0,34,UTA,0,1,Lou Williams,G,38,1,LAL,3,6
114,27-066,5,0,2017-02-13,1,11,8,.533,15,3,.429,7,.500,22,12,.857,14,,L,26.5,1,39,NOP,1,3,Eric Bledsoe,G,37,3,PHO,5,2
115,27-059,9,0,2016-11-12,6,11,10,.500,20,1,.333,3,.478,23,14,1.000,14,,W,35.0,1,38,WAS,2,2,Jimmy Butler,G-F,37,3,CHI,2,8
116,26-075,2,0,2016-10-27,13,10,7,.412,17,3,.600,5,.455,22,14,.875,16,,L,29.0,1,37,SAS,3,3,DeMarcus Cousins,C-F,37,1,SAC,3,16
117,26-106,2,1,2016-11-27,9,13,9,.474,19,4,.800,5,.542,24,7,.778,9,@,W,33.0,1,36,BRK,2,2,DeMarcus Cousins,C-F,37,4,SAC,1,11
118,23-268,2,4,2016-12-04,10,14,14,.452,31,0,.000,1,.438,32,9,.818,11,@,L,27.9,1,43,OKC,5,3,Anthony Davis,F-C,37,2,NOP,3,15
119,27-094,6,0,2016-11-09,4,13,13,.650,20,0,.000,2,.591,22,11,.733,15,@,W,28.8,1,39,OKC,0,2,DeMar DeRozan,G,37,3,TOR,4,4
120,28-031,4,1,2016-10-30,4,10,8,.667,12,2,.500,4,.625,16,15,.938,16,@,W,33.3,1,38,PHO,0,2,Kevin Durant,F-G,37,4,GSW,4,4
121,26-222,3,0,2016-12-10,4,13,8,.471,17,5,.500,10,.481,27,6,.857,7,,W,27.1,1,36,POR,1,2,Paul George,F,37,3,IND,2,5
122,27-101,7,0,2016-12-05,7,8,5,.556,9,3,.600,5,.571,14,18,1.000,18,,W,30.3,1,35,BOS,1,2,James Harden,G,37,3,HOU,10,8
123,21-244,3,0,2016-11-09,4,14,7,.538,13,7,.778,9,.636,22,2,.667,3,@,W,30.7,1,36,ORL,0,1,Zach LaVine,G,37,1,MIN,0,4
124,26-106,7,1,2016-10-29,4,15,13,.650,20,2,.250,8,.536,28,5,1.000,5,@,W,27.1,1,41,DEN,1,2,Damian Lillard,G,37,2,POR,5,5
125,25-048,2,1,2016-11-06,4,13,7,.636,11,6,.500,12,.565,23,5,.833,6,@,W,27.4,1,39,MEM,0,4,C.J. McCollum,G,37,1,POR,1,4
127,31-354,7,0,2017-01-29,11,13,10,.476,21,3,.375,8,.448,29,8,.800,10,,W,31.3,1,60,NYK,8,4,Paul Millsap,F,37,1,ATL,3,19
128,27-281,7,0,2016-11-14,3,13,10,.526,19,3,.300,10,.448,29,8,.800,10,@,L,26.7,1,36,NOP,0,3,Isaiah Thomas,G,37,2,BOS,1,3
129,27-300,7,0,2016-12-03,3,11,9,.563,16,2,.667,3,.579,19,13,.867,15,@,W,32.0,1,33,PHI,1,2,Isaiah Thomas,G,37,1,BOS,2,4
130,27-356,8,0,2017-01-28,3,11,5,.500,10,6,.545,11,.524,21,9,1.000,9,@,W,30.0,1,41,MIL,0,3,Isaiah Thomas,G,37,1,BOS,3,3
131,21-065,5,0,2017-01-19,7,17,16,.727,22,1,.500,2,.708,24,2,1.000,2,@,W,33.9,1,41,LAC,5,3,Karl-Anthony Towns,F-C,37,1,MIN,2,12
132,21-074,1,4,2017-01-28,9,15,13,.565,23,2,.667,3,.577,26,5,.625,8,,W,31.2,1,36,BRK,4,1,Karl-Anthony Towns,F-C,37,1,MIN,2,13
133,26-237,5,0,2016-12-31,5,13,10,.714,14,3,.375,8,.591,22,8,1.000,8,,L,27.0,1,35,CLE,0,2,Kemba Walker,G,37,0,CHO,4,5
134,28-029,6,0,2016-12-11,9,14,12,.571,21,2,.400,5,.538,26,7,.583,12,,W,25.2,1,36,BOS,3,3,Russell Westbrook,G,37,2,OKC,7,12
135,26-102,2,0,2016-11-23,11,14,11,.478,23,3,.600,5,.500,28,5,.833,6,,W,24.5,1,35,OKC,2,3,DeMarcus Cousins,C-F,36,0,SAC,2,13
136,26-107,4,1,2016-11-28,16,16,15,.536,28,1,.167,6,.471,34,3,.300,10,@,L,21.9,1,40,WAS,4,5,DeMarcus Cousins,C-F,36,2,SAC,5,20
137,26-113,4,3,2016-12-04,8,9,5,.238,21,4,.400,10,.290,31,14,.875,16,@,L,26.9,1,43,NYK,5,0,DeMarcus Cousins,C-F,36,1,SAC,2,13
138,23-261,3,1,2016-11-27,10,12,12,.571,21,0,.000,1,.545,22,12,.857,14,@,L,31.3,1,40,DAL,3,3,Anthony Davis,F-C,36,2,NOP,2,13
139,23-302,2,2,2017-01-07,13,14,13,.650,20,1,1.000,1,.667,21,7,.778,9,@,L,31.9,1,38,BOS,3,0,Anthony Davis,F-C,36,0,NOP,3,16
140,23-309,2,3,2017-01-14,11,14,14,.609,23,0,,0,.609,23,8,.800,10,@,L,30.4,1,39,CHI,3,3,Anthony Davis,F-C,36,1,NOP,3,14
141,23-324,3,2,2017-01-29,15,15,14,.609,23,1,.500,2,.600,25,5,.833,6,,L,29.7,1,40,WAS,2,2,Anthony Davis,F-C,36,3,NOP,6,17
142,27-153,2,1,2017-01-07,7,10,10,.455,22,0,.000,1,.435,23,16,.941,17,@,L,27.2,1,43,CHI,1,3,DeMar DeRozan,G,36,2,TOR,2,8
143,27-154,5,1,2017-01-08,6,13,13,.619,21,0,,0,.619,21,10,1.000,10,,L,24.9,1,39,HOU,0,4,DeMar DeRozan,G,36,0,TOR,6,6
144,27-163,6,0,2017-01-17,9,13,13,.464,28,0,,0,.464,28,10,1.000,10,@,W,27.1,1,37,BRK,2,2,DeMar DeRozan,G,36,1,TOR,3,11
145,28-087,3,1,2016-12-25,15,11,9,.600,15,2,.250,8,.478,23,12,1.000,12,@,L,31.8,1,38,CLE,0,2,Kevin Durant,F-G,36,1,GSW,0,15
146,31-314,2,0,2016-12-08,7,13,9,.500,18,4,.667,6,.542,24,6,.667,9,,W,24.9,1,34,POR,2,3,Marc Gasol,C,36,0,MEM,2,9
148,27-108,11,0,2016-12-12,5,12,8,.500,16,4,.364,11,.444,27,8,.667,12,,W,28.4,1,39,BRK,3,3,James Harden,G,36,2,HOU,4,8
149,26-323,3,0,2017-02-09,3,13,9,.529,17,4,.400,10,.481,27,6,.857,7,@,L,24.8,1,43,DAL,1,2,Gordon Hayward,F-G,36,1,UTA,1,4
150,32-007,6,0,2017-01-06,9,14,14,.737,19,0,.000,1,.700,20,8,.800,10,@,W,30.9,1,35,BRK,0,2,LeBron James,F-G,36,3,CLE,5,9
151,25-014,1,3,2017-01-23,8,13,10,.714,14,3,.750,4,.722,18,7,.700,10,,W,35.3,1,36,CLE,3,1,Terrence Jones,F,36,2,NOP,1,11
152,25-216,4,2,2017-01-31,7,13,12,.545,22,1,.250,4,.500,26,9,.818,11,,W,26.2,1,36,OKC,1,0,Kawhi Leonard,F,36,0,SAS,3,8
153,25-228,4,0,2017-02-12,7,13,12,.600,20,1,.143,7,.481,27,9,.818,11,@,L,27.6,1,36,NYK,2,3,Kawhi Leonard,F,36,4,SAS,3,9
154,26-119,7,0,2016-11-11,1,12,7,.778,9,5,.500,10,.632,19,7,.778,9,,W,26.5,1,42,SAC,0,1,Damian Lillard,G,36,0,POR,5,1
155,28-320,1,8,2017-02-15,2,12,6,.600,10,6,.600,10,.600,20,6,.750,8,,L,34.5,1,35,MIL,2,2,Brook Lopez,C,36,1,BRK,0,4
156,30-273,5,0,2016-12-23,4,15,11,.917,12,4,.500,8,.750,20,2,.667,3,@,W,29.5,1,33,UTA,0,2,Kyle Lowry,G,36,2,TOR,4,4
157,25-092,4,1,2016-12-20,1,13,11,.733,15,2,.286,7,.591,22,8,.800,10,@,L,26.3,1,39,SAC,1,3,C.J. McCollum,G,36,0,POR,2,2
158,27-154,2,0,2017-02-03,4,12,7,.700,10,5,.556,9,.632,19,7,.636,11,,W,28.5,1,38,MIN,2,1,Marcus Morris,F,36,1,DET,2,6
159,27-002,3,0,2017-02-10,1,13,5,.625,8,8,.533,15,.565,23,2,1.000,2,@,W,24.5,1,38,MEM,0,5,Klay Thompson,G,36,0,GSW,1,1
160,21-087,1,0,2017-02-10,4,13,12,.706,17,1,.200,5,.591,22,9,1.000,9,,L,24.5,1,38,NOP,4,5,Karl-Anthony Towns,F-C,36,0,MIN,4,8
161,26-113,9,0,2016-12-28,9,11,9,.563,16,2,.667,3,.579,19,12,.923,13,,W,32.5,1,39,IND,2,4,John Wall,G,36,2,WAS,5,11
162,27-363,7,2,2016-11-09,5,9,6,.429,14,3,.250,12,.346,26,15,.833,18,,L,21.6,1,39,TOR,2,2,Russell Westbrook,G,36,1,OKC,8,7
163,28-013,17,1,2016-11-25,10,9,6,.286,21,3,.750,4,.360,25,15,.882,17,@,W,29.4,1,41,DEN,1,3,Russell Westbrook,G,36,0,OKC,7,11
164,28-064,10,0,2017-01-15,9,11,7,.438,16,4,.800,5,.524,21,10,.909,11,@,W,33.0,1,36,SAC,2,1,Russell Westbrook,G,36,4,OKC,7,11
165,21-259,2,0,2016-11-08,3,13,7,.318,22,6,.857,7,.448,29,4,.500,8,@,L,21.3,1,41,BRK,5,2,Andrew Wiggins,F-G,36,1,MIN,4,8
166,22-025,8,7,2016-12-31,6,13,12,.667,18,1,1.000,1,.684,19,8,.727,11,@,W,37.3,1,41,CHI,3,2,Giannis Antetokounmpo,F-G,35,2,MIL,4,9
167,32-180,5,1,2016-11-25,12,14,11,.579,19,3,.500,6,.560,25,4,1.000,4,,W,31.5,1,41,CHO,2,2,Carmelo Anthony,F,35,2,NYK,2,14
169,32-191,2,1,2016-12-06,2,13,10,.556,18,3,.333,9,.481,27,6,.857,7,@,W,22.5,1,36,MIA,1,2,Carmelo Anthony,F,35,0,NYK,1,3
170,32-205,4,0,2016-12-20,4,13,6,.429,14,7,.636,11,.520,25,2,1.000,2,,W,27.5,1,37,IND,0,3,Carmelo Anthony,F,35,2,NYK,0,4
171,23-197,4,1,2017-01-11,0,13,7,.438,16,6,.600,10,.500,26,3,.750,4,@,L,23.9,1,37,BOS,2,4,Bradley Beal,G,35,1,WAS,2,2
172,26-354,6,2,2016-11-27,6,10,6,.400,15,4,.500,8,.435,23,11,1.000,11,,L,28.1,1,40,DEN,0,3,Eric Bledsoe,G,35,2,PHO,3,6
173,27-069,5,2,2016-11-22,7,11,9,.563,16,2,.500,4,.550,20,11,.917,12,@,L,29.8,1,39,DEN,0,3,Jimmy Butler,G-F,35,0,CHI,1,7
174,26-168,4,1,2017-01-28,11,13,11,.550,20,2,1.000,2,.591,22,7,.778,9,@,W,32.1,1,34,CHO,7,4,DeMarcus Cousins,C-F,35,0,SAC,2,18
175,28-247,7,0,2016-11-16,1,10,7,.700,10,3,.333,9,.526,19,12,.923,13,@,W,28.7,1,37,TOR,2,3,Stephen Curry,G,35,1,GSW,3,3
176,28-296,5,0,2017-01-04,6,12,7,.583,12,5,.385,13,.480,25,6,.750,8,,W,23.1,1,36,POR,1,1,Stephen Curry,G,35,1,GSW,5,7
177,28-327,9,0,2017-02-04,4,11,3,.500,6,8,.571,14,.550,20,5,.833,6,@,L,31.7,1,42,SAC,0,2,Stephen Curry,G,35,3,GSW,3,4
178,23-235,2,3,2016-11-01,12,9,9,.500,18,0,.000,3,.429,21,17,.944,18,,L,33.9,1,37,MIL,3,2,Anthony Davis,F-C,35,3,NOP,1,15
179,23-279,0,5,2016-12-15,14,11,9,.429,21,2,.667,3,.458,24,11,.733,15,,W,25.3,1,39,IND,2,2,Anthony Davis,F-C,35,0,NOP,4,16
180,21-335,4,2,2017-01-19,8,14,12,.667,18,2,.500,4,.636,22,5,1.000,5,@,L,30.8,1,38,SAS,4,2,Nikola Jokic,C-F,35,0,DEN,3,12
181,25-118,3,0,2016-10-25,2,10,10,.556,18,0,.000,3,.476,21,15,1.000,15,@,W,31.7,1,32,GSW,3,1,Kawhi Leonard,F,35,5,SAS,2,5
182,25-107,5,2,2017-01-04,7,13,9,.450,20,4,.364,11,.419,31,5,1.000,5,@,L,20.3,1,38,GSW,2,4,C.J. McCollum,G,35,0,POR,5,9
183,25-111,6,1,2017-01-08,3,16,13,.684,19,3,.333,9,.571,28,0,,0,,L,27.6,1,44,DET,0,0,C.J. McCollum,G,35,1,POR,1,3
184,25-124,3,0,2017-01-21,2,11,8,.533,15,3,.500,6,.524,21,10,.769,13,@,W,28.4,1,46,BOS,0,2,C.J. McCollum,G,35,3,POR,0,2
185,21-106,3,1,2016-11-16,3,13,10,.667,15,3,.429,7,.591,22,6,.857,7,,W,30.1,1,40,DET,4,2,Kristaps Porzingis,F-C,35,1,NYK,1,7
186,27-344,4,0,2017-01-16,4,14,7,.700,10,7,.467,15,.560,25,0,,0,,W,24.4,1,31,CHO,1,1,Isaiah Thomas,G,35,0,BOS,3,5
187,27-007,4,0,2017-02-15,3,12,5,.833,6,7,.583,12,.667,18,4,.571,7,,W,32.7,1,31,SAC,2,1,Klay Thompson,G,35,2,GSW,0,5
188,21-083,0,1,2017-02-06,4,13,11,.647,17,2,.667,3,.650,20,7,.700,10,,L,28.1,1,38,MIA,4,4,Karl-Anthony Towns,F-C,35,2,MIN,2,8
190,34-292,1,0,2016-11-04,8,12,7,.538,13,5,.714,7,.600,20,6,.750,8,,L,25.3,1,33,NYK,2,3,Dwyane Wade,G,35,0,CHI,3,10
191,27-356,5,0,2016-11-02,5,14,14,.609,23,0,.000,7,.467,30,7,.778,9,@,W,15.9,1,33,LAC,1,4,Russell Westbrook,G,35,3,OKC,10,6
192,28-018,11,0,2016-11-30,10,12,11,.379,29,1,.167,6,.343,35,10,1.000,10,,W,24.6,1,41,WAS,4,3,Russell Westbrook,G,35,2,OKC,5,14
193,21-268,4,0,2016-11-17,6,14,11,.786,14,3,.500,6,.700,20,4,1.000,4,,W,32.0,1,38,PHI,4,0,Andrew Wiggins,F-G,35,1,MIN,3,10
194,30-043,2,0,2016-12-09,5,10,4,.571,7,6,.500,12,.526,19,9,.818,11,,L,26.0,0,35,PHO,0,2,Lou Williams,G,35,1,LAL,2,5
195,21-359,5,2,2016-11-29,11,13,12,.706,17,1,.500,2,.684,19,7,.700,10,,W,31.0,1,35,CLE,1,4,Giannis Antetokounmpo,F-G,34,5,MIL,6,12
196,32-235,2,0,2017-01-19,9,13,10,.500,20,3,.429,7,.481,27,5,.714,7,,L,23.5,1,35,WAS,1,2,Carmelo Anthony,F,34,1,NYK,1,10
197,24-160,2,0,2016-11-06,5,13,11,.524,21,2,.400,5,.500,26,6,.857,7,,W,26.6,1,48,MIL,3,0,Harrison Barnes,F,34,2,DAL,1,8
198,23-144,4,0,2016-11-19,3,12,8,.533,15,4,.364,11,.462,26,6,1.000,6,,L,22.1,1,40,MIA,2,4,Bradley Beal,G,34,1,WAS,3,5
199,28-257,6,0,2016-11-26,7,13,9,.818,11,4,.500,8,.684,19,4,1.000,4,,W,27.3,1,37,MIN,1,4,Stephen Curry,G,34,2,GSW,6,8
200,23-242,1,4,2016-11-08,7,14,14,.700,20,0,.000,2,.636,22,6,.857,7,@,L,28.3,1,37,SAC,1,2,Anthony Davis,F-C,34,2,NOP,3,8
201,23-246,2,2,2016-11-12,7,13,13,.542,24,0,.000,2,.500,26,8,.727,11,,L,24.4,1,35,LAL,1,0,Anthony Davis,F-C,34,0,NOP,1,8
202,23-285,2,2,2016-12-21,12,14,13,.542,24,1,.500,2,.538,26,5,.714,7,,L,25.4,1,36,OKC,2,5,Anthony Davis,F-C,34,1,NOP,2,14
203,23-332,1,5,2017-02-06,7,12,11,.579,19,1,.500,2,.571,21,9,.818,11,,W,29.8,1,40,PHO,2,3,Anthony Davis,F-C,34,2,NOP,2,9
204,27-089,4,0,2016-11-04,3,14,14,.583,24,0,.000,2,.538,26,6,1.000,6,,W,21.0,1,37,MIA,1,2,DeMar DeRozan,G,34,0,TOR,4,4
205,27-096,3,0,2016-11-11,3,14,14,.560,25,0,.000,1,.538,26,6,.857,7,@,W,24.6,1,36,CHO,0,1,DeMar DeRozan,G,34,2,TOR,1,3
206,27-101,4,0,2016-11-16,5,8,7,.500,14,1,.250,4,.444,18,17,1.000,17,,L,24.4,1,38,GSW,1,3,DeMar DeRozan,G,34,1,TOR,5,6
207,27-131,4,1,2016-12-16,5,15,15,.577,26,0,,0,.577,26,4,.667,6,,L,23.8,1,37,ATL,0,3,DeMar DeRozan,G,34,2,TOR,3,5
208,30-220,5,0,2016-12-12,3,14,12,.667,18,2,.400,5,.609,23,4,1.000,4,,W,25.7,1,31,WAS,2,4,Goran Dragic,G,34,1,MIA,3,5
209,28-079,4,1,2016-12-17,10,11,7,.875,8,4,.800,5,.846,13,8,.800,10,,W,31.9,1,31,POR,1,2,Kevin Durant,F-G,34,2,GSW,5,11
211,28-135,3,0,2017-02-11,8,12,9,.600,15,3,.500,6,.571,21,7,1.000,7,@,W,24.3,1,33,OKC,1,5,Kevin Durant,F-G,34,0,GSW,3,9
212,26-240,4,0,2016-12-28,3,10,4,.400,10,6,.600,10,.500,20,8,1.000,8,@,L,26.7,1,37,WAS,0,5,Paul George,F,34,1,IND,0,3
213,27-061,17,0,2016-10-26,4,9,8,.667,12,1,.143,7,.474,19,15,.938,16,@,L,31.1,1,37,LAL,3,5,James Harden,G,34,1,HOU,7,7
214,27-123,11,1,2016-12-27,3,9,5,.556,9,4,.571,7,.563,16,12,1.000,12,@,W,29.3,1,30,DAL,2,2,James Harden,G,34,0,HOU,7,5
215,31-341,7,0,2016-12-05,5,12,10,.526,19,2,.286,7,.462,26,8,.889,9,@,W,28.9,1,42,TOR,3,2,LeBron James,F-G,34,2,CLE,1,8
216,31-356,7,1,2016-12-20,9,12,7,.438,16,5,.556,9,.480,25,5,.833,6,@,W,29.5,1,47,MIL,3,2,LeBron James,F-G,34,1,CLE,2,12
217,25-133,1,2,2016-11-09,5,11,7,.350,20,4,.667,6,.423,26,8,1.000,8,,L,23.8,1,39,HOU,2,1,Kawhi Leonard,F,34,1,SAS,2,7
218,25-202,5,0,2017-01-17,6,12,10,.714,14,2,.667,3,.706,17,8,.889,9,,W,30.9,1,39,MIN,1,4,Kawhi Leonard,F,34,1,SAS,1,7
219,25-204,4,1,2017-01-19,5,12,10,.588,17,2,.400,5,.545,22,8,1.000,8,,W,29.0,1,36,DEN,0,1,Kawhi Leonard,F,34,2,SAS,1,5
220,26-182,3,0,2017-01-13,7,12,10,.667,15,2,.182,11,.462,26,8,.889,9,,L,22.7,1,37,ORL,1,1,Damian Lillard,G,34,0,POR,2,8
221,28-215,1,1,2016-11-02,9,12,8,.615,13,4,.500,8,.571,21,6,.667,9,,W,27.6,1,29,DET,2,2,Brook Lopez,C,34,2,BRK,2,11
222,30-259,2,0,2016-12-09,6,9,5,.500,10,4,.500,8,.500,18,12,.923,13,@,W,27.9,1,36,BOS,1,4,Kyle Lowry,G,34,3,TOR,2,7
223,25-082,4,3,2016-12-10,3,12,5,.455,11,7,.636,11,.545,22,3,1.000,3,@,L,26.5,1,37,IND,1,1,C.J. McCollum,G,34,0,POR,3,4
224,23-159,4,3,2016-11-09,7,14,11,.786,14,3,.600,5,.737,19,3,1.000,3,,W,40.4,1,38,BOS,7,2,Otto Porter,F,34,3,WAS,0,14
225,21-133,0,3,2016-12-13,7,12,8,.421,19,4,1.000,4,.522,23,6,.857,7,@,L,25.8,1,42,PHO,1,6,Kristaps Porzingis,F-C,34,3,NYK,2,8
226,27-320,10,0,2016-12-23,2,12,10,.714,14,2,.250,8,.545,22,8,.889,9,,L,25.4,1,34,OKC,0,3,Isaiah Thomas,G,34,1,BOS,5,2
227,28-002,4,0,2017-02-09,1,11,9,.600,15,2,.182,11,.423,26,10,.909,11,@,W,21.5,1,38,POR,0,1,Isaiah Thomas,G,34,1,BOS,2,1
